Id,Sales
1,5553.5
2,8116.767
3,9801.55
4,6622.231
5,7278.883
6,6224.1255
7,8182.48
8,8819.004
9,6100.3647
10,6441.732
11,7235.736
12,7497.459
13,6971.655
14,8170.676
15,6214.6274
16,6108.7515
17,7323.6455
18,10382.469
19,11358.324
20,10942.837
21,7379.0195
22,5749.965
23,6516.5786
24,5119.6587
25,9848.173
26,10382.676
27,8768.585
28,6699.691
29,5565.352
30,6551.572
31,6207.4614
32,9696.912
33,7302.0796
34,6137.4746
35,5844.149
36,8065.074
37,5538.29
38,7384.2603
39,5709.748
40,7859.676
41,7833.161
42,6078.561
43,7339.535
44,7033.7075
45,6558.6914
46,6904.7627
47,7231.3613
48,11328.342
49,6841.746
50,8817.54
51,7406.3315
52,7800.447
53,6970.2915
54,9103.479
55,4906.3633
56,5820.0425
57,7609.842
58,6749.472
59,9300.75
60,8032.573
61,7074.707
62,8211.725
63,7056.8726
64,11053.395
65,6074.752
66,12942.207
67,6113.7236
68,6288.63
69,7583.562
70,6803.76
71,6928.819
72,7377.6753
73,7386.578
74,6157.328
75,5662.8037
76,7920.5483
77,7413.265
78,7317.601
79,5951.5503
80,7834.0713
81,11144.375
82,6926.7334
83,5046.5337
84,7329.6147
85,6190.101
86,7525.7627
87,7998.3335
88,5852.4062
89,8625.467
90,6487.926
91,7616.6016
92,6436.717
93,6270.0737
94,7277.419
95,6226.3154
96,7312.686
97,8321.696
98,5201.6924
99,5688.073
100,6573.3237
101,6954.2993
102,6006.494
103,8641.424
104,7580.9385
105,7721.4795
106,6056.15
107,5826.5913
108,7172.09
109,8613.554
110,8946.964
111,8515.589
112,8212.071
113,6099.593
114,8564.948
115,6857.7446
116,8447.683
117,9397.261
118,7222.1787
119,9826.962
120,7585.675
121,8119.1245
122,6322.8267
123,7729.364
124,7773.9604
125,6355.1406
126,5658.091
127,6631.019
128,8214.291
129,7644.8755
130,5514.1606
131,7723.0547
132,7608.992
133,7044.4766
134,7476.8403
135,6556.407
136,7875.9536
137,7437.67
138,7563.3735
139,5884.443
140,6392.2495
141,8044.387
142,4719.0645
143,7012.0835
144,6058.077
145,8964.693
146,7594.44
147,7427.677
148,9139.5
149,6743.317
150,5703.05
151,11158.061
152,7804.5684
153,7494.2056
154,7915.1147
155,6935.9087
156,7174.4775
157,6100.542
158,7932.2607
159,10351.096
160,6660.6943
161,3569.6406
162,5963.2246
163,8064.757
164,9098.385
165,6802.354
166,7531.5205
167,5909.6367
168,5555.102
169,4725.0728
170,5786.2495
171,6837.9023
172,7329.6147
173,7399.673
174,6733.6055
175,7677.1055
176,9243.997
177,8243.55
178,6523.403
179,9722.908
180,9979.9795
181,6997.7637
182,7864.093
183,6302.9204
184,7250.2476
185,5013.971
186,7195.006
187,6125.7173
188,8585.547
189,8214.89
190,10163.434
191,9312.4795
192,6525.227
193,8491.577
194,16801.121
195,11156.442
196,7406.3315
197,3866.5947
198,6848.0654
199,10742.322
200,5944.084
201,11971.693
202,18136.572
203,5595.9854
204,6353.4106
205,8940.8955
206,5865.6943
207,9966.971
208,7427.8037
209,8289.695
210,5414.967
211,7897.3936
212,6829.212
213,7760.26
214,7721.4707
215,7257.288
216,7476.016
217,8077.495
218,5928.702
219,7486.3203
220,8546.49
221,6820.826
222,6999.865
223,8080.6167
224,6470.048
225,5845.178
226,7650.1196
227,7272.8076
228,8395.875
229,6255.883
230,7749.0225
231,6338.499
232,4477.5005
233,7433.4526
234,7583.664
235,5907.341
236,5437.199
237,9558.087
238,7441.04
239,8018.093
240,7973.065
241,6786.812
242,5758.6807
243,4785.482
244,10531.83
245,6183.684
246,7941.954
247,15069.437
248,8192.05
249,7836.481
250,5541.9995
251,5442.689
252,7701.344
253,6197.8823
254,7123.6094
255,8948.224
256,6825.834
257,16701.328
258,14471.266
259,5496.8716
260,7599.835
261,6650.7007
262,7765.505
263,7000.282
264,10343.144
265,7868.6836
266,9141.852
267,8173.881
268,7765.505
269,5551.1885
270,9539.422
271,7441.04
272,6355.2686
273,6818.384
274,6490.4165
275,8138.1704
276,9687.785
277,6121.4395
278,9785.839
279,8022.2305
280,11265.102
281,6004.8345
282,6803.76
283,6885.1655
284,9471.923
285,7654.0464
286,8447.6455
287,7287.8447
288,7890.035
289,6880.4824
290,8200.847
291,7239.2983
292,5907.5757
293,15175.735
294,15784.865
295,7968.665
296,7803.689
297,8679.901
298,9548.2705
299,8887.036
300,7282.2427
301,7395.0186
302,7552.7446
303,8453.485
304,5315.2515
305,7819.3813
306,6056.15
307,6077.5273
