ID,Sales
1,5773.818972305593
2,5773.818972305593
3,5773.818972305593
4,5773.818972305593
5,5773.818972305593
6,5773.818972305593
7,5773.818972305593
8,5773.818972305593
9,5773.818972305593
10,5773.818972305593
11,5773.818972305593
12,5773.818972305593
13,5773.818972305593
14,5773.818972305593
15,5773.818972305593
16,5773.818972305593
17,5773.818972305593
18,5773.818972305593
19,5773.818972305593
20,5773.818972305593
21,5773.818972305593
22,5773.818972305593
23,5773.818972305593
24,5773.818972305593
25,5773.818972305593
26,5773.818972305593
27,5773.818972305593
28,5773.818972305593
29,5773.818972305593
30,5773.818972305593
31,5773.818972305593
32,5773.818972305593
33,5773.818972305593
34,5773.818972305593
35,5773.818972305593
36,5773.818972305593
37,5773.818972305593
38,5773.818972305593
39,5773.818972305593
40,5773.818972305593
41,5773.818972305593
42,5773.818972305593
43,5773.818972305593
44,5773.818972305593
45,5773.818972305593
46,5773.818972305593
47,5773.818972305593
48,5773.818972305593
49,5773.818972305593
50,5773.818972305593
51,5773.818972305593
52,5773.818972305593
53,5773.818972305593
54,5773.818972305593
55,5773.818972305593
56,5773.818972305593
57,5773.818972305593
58,5773.818972305593
59,5773.818972305593
60,5773.818972305593
61,5773.818972305593
62,5773.818972305593
63,5773.818972305593
64,5773.818972305593
65,5773.818972305593
66,5773.818972305593
67,5773.818972305593
68,5773.818972305593
69,5773.818972305593
70,5773.818972305593
71,5773.818972305593
72,5773.818972305593
73,5773.818972305593
74,5773.818972305593
75,5773.818972305593
76,5773.818972305593
77,5773.818972305593
78,5773.818972305593
79,5773.818972305593
80,5773.818972305593
81,5773.818972305593
82,5773.818972305593
83,5773.818972305593
84,5773.818972305593
85,5773.818972305593
86,5773.818972305593
87,5773.818972305593
88,5773.818972305593
89,5773.818972305593
90,5773.818972305593
91,5773.818972305593
92,5773.818972305593
93,5773.818972305593
94,5773.818972305593
95,5773.818972305593
96,5773.818972305593
97,5773.818972305593
98,5773.818972305593
99,5773.818972305593
100,5773.818972305593
101,5773.818972305593
102,5773.818972305593
103,5773.818972305593
104,5773.818972305593
105,5773.818972305593
106,5773.818972305593
107,5773.818972305593
108,5773.818972305593
109,5773.818972305593
110,5773.818972305593
111,5773.818972305593
112,5773.818972305593
113,5773.818972305593
114,5773.818972305593
115,5773.818972305593
116,5773.818972305593
117,5773.818972305593
118,5773.818972305593
119,5773.818972305593
120,5773.818972305593
121,5773.818972305593
122,5773.818972305593
123,5773.818972305593
124,5773.818972305593
125,5773.818972305593
126,5773.818972305593
127,5773.818972305593
128,5773.818972305593
129,5773.818972305593
130,5773.818972305593
131,5773.818972305593
132,5773.818972305593
133,5773.818972305593
134,5773.818972305593
135,5773.818972305593
136,5773.818972305593
137,5773.818972305593
138,5773.818972305593
139,5773.818972305593
140,5773.818972305593
141,5773.818972305593
142,5773.818972305593
143,5773.818972305593
144,5773.818972305593
145,5773.818972305593
146,5773.818972305593
147,5773.818972305593
148,5773.818972305593
149,5773.818972305593
150,5773.818972305593
151,5773.818972305593
152,5773.818972305593
153,5773.818972305593
154,5773.818972305593
155,5773.818972305593
156,5773.818972305593
157,5773.818972305593
158,5773.818972305593
159,5773.818972305593
160,5773.818972305593
161,5773.818972305593
162,5773.818972305593
163,5773.818972305593
164,5773.818972305593
165,5773.818972305593
166,5773.818972305593
167,5773.818972305593
168,5773.818972305593
169,5773.818972305593
170,5773.818972305593
171,5773.818972305593
172,5773.818972305593
173,5773.818972305593
174,5773.818972305593
175,5773.818972305593
176,5773.818972305593
177,5773.818972305593
178,5773.818972305593
179,5773.818972305593
180,5773.818972305593
181,5773.818972305593
182,5773.818972305593
183,5773.818972305593
184,5773.818972305593
185,5773.818972305593
186,5773.818972305593
187,5773.818972305593
188,5773.818972305593
189,5773.818972305593
190,5773.818972305593
191,5773.818972305593
192,5773.818972305593
193,5773.818972305593
194,5773.818972305593
195,5773.818972305593
196,5773.818972305593
197,5773.818972305593
198,5773.818972305593
199,5773.818972305593
200,5773.818972305593
201,5773.818972305593
202,5773.818972305593
203,5773.818972305593
204,5773.818972305593
205,5773.818972305593
206,5773.818972305593
207,5773.818972305593
208,5773.818972305593
209,5773.818972305593
210,5773.818972305593
211,5773.818972305593
212,5773.818972305593
213,5773.818972305593
214,5773.818972305593
215,5773.818972305593
216,5773.818972305593
217,5773.818972305593
218,5773.818972305593
219,5773.818972305593
220,5773.818972305593
221,5773.818972305593
222,5773.818972305593
223,5773.818972305593
224,5773.818972305593
225,5773.818972305593
226,5773.818972305593
227,5773.818972305593
228,5773.818972305593
229,5773.818972305593
230,5773.818972305593
231,5773.818972305593
232,5773.818972305593
233,5773.818972305593
234,5773.818972305593
235,5773.818972305593
236,5773.818972305593
237,5773.818972305593
238,5773.818972305593
239,5773.818972305593
240,5773.818972305593
241,5773.818972305593
242,5773.818972305593
243,5773.818972305593
244,5773.818972305593
245,5773.818972305593
246,5773.818972305593
247,5773.818972305593
248,5773.818972305593
249,5773.818972305593
250,5773.818972305593
251,5773.818972305593
252,5773.818972305593
253,5773.818972305593
254,5773.818972305593
255,5773.818972305593
256,5773.818972305593
257,5773.818972305593
258,5773.818972305593
259,5773.818972305593
260,5773.818972305593
261,5773.818972305593
262,5773.818972305593
263,5773.818972305593
264,5773.818972305593
265,5773.818972305593
266,5773.818972305593
267,5773.818972305593
268,5773.818972305593
269,5773.818972305593
270,5773.818972305593
271,5773.818972305593
272,5773.818972305593
273,5773.818972305593
274,5773.818972305593
275,5773.818972305593
276,5773.818972305593
277,5773.818972305593
278,5773.818972305593
279,5773.818972305593
280,5773.818972305593
281,5773.818972305593
282,5773.818972305593
283,5773.818972305593
284,5773.818972305593
285,5773.818972305593
286,5773.818972305593
287,5773.818972305593
288,5773.818972305593
289,5773.818972305593
290,5773.818972305593
291,5773.818972305593
292,5773.818972305593
293,5773.818972305593
294,5773.818972305593
295,5773.818972305593
296,5773.818972305593
297,5773.818972305593
298,5773.818972305593
299,5773.818972305593
300,5773.818972305593
301,5773.818972305593
302,5773.818972305593
303,5773.818972305593
304,5773.818972305593
305,5773.818972305593
306,5773.818972305593
307,5773.818972305593
308,5773.818972305593
309,5773.818972305593
310,5773.818972305593
311,5773.818972305593
312,5773.818972305593
313,5773.818972305593
314,5773.818972305593
315,5773.818972305593
316,5773.818972305593
317,5773.818972305593
318,5773.818972305593
319,5773.818972305593
320,5773.818972305593
321,5773.818972305593
322,5773.818972305593
323,5773.818972305593
324,5773.818972305593
325,5773.818972305593
326,5773.818972305593
327,5773.818972305593
328,5773.818972305593
329,5773.818972305593
330,5773.818972305593
331,5773.818972305593
332,5773.818972305593
333,5773.818972305593
